team,date,elo
Spain,2015-09-08,1804.9
Saudi Arabia,2015-09-08,1577.3
Mexico,2015-09-08,1793.1
Argentina,2015-09-08,1901.2
Uzbekistan,2015-09-08,1660.3
South Africa,2015-09-08,1579.7
Senegal,2015-09-08,1709.2
Sweden,2015-09-08,1607.0
Austria,2015-09-08,1695.0
Australia,2015-09-08,1724.0
Iraq,2015-09-08,1584.5
Panama,2015-09-08,1636.0
Canada,2015-09-08,1530.1
Haiti,2015-09-08,1602.2
Colombia,2015-09-08,1841.3
Jordan,2015-10-03,1595.4
Iraq,2015-10-03,1571.8
Argentina,2015-10-08,1848.3
Ecuador,2015-10-08,1705.9
Uzbekistan,2015-10-08,1693.2
Uruguay,2015-10-08,1758.1
Brazil,2015-10-08,1846.4
Colombia,2015-10-08,1850.7
France,2015-10-08,1789.0
Germany,2015-10-08,1919.0
Jordan,2015-10-08,1627.9
Australia,2015-10-08,1691.5
South Korea,2015-10-08,1776.7
DR Congo,2015-10-08,1550.9
Iran,2015-10-08,1749.7
Portugal,2015-10-08,1761.4
Qatar,2015-10-08,1624.1
Saudi Arabia,2015-10-08,1597.7
Scotland,2015-10-08,1573.9
Japan,2015-10-08,1752.2
Paraguay,2015-10-08,1560.5
Iraq,2015-10-08,1571.8
Algeria,2015-10-09,1682.4
England,2015-10-09,1776.9
Sweden,2015-10-09,1616.7
Austria,2015-10-09,1709.6
Morocco,2015-10-09,1582.8
Ivory Coast,2015-10-09,1730.3
Spain,2015-10-09,1806.6
Switzerland,2015-10-09,1647.8
Tunisia,2015-10-09,1618.3
Belgium,2015-10-10,1789.9
Bosnia and Herzegovina,2015-10-10,1640.5
Croatia,2015-10-10,1660.9
Czech Republic,2015-10-10,1596.9
Turkey,2015-10-10,1658.0
Netherlands,2015-10-10,1758.3
Norway,2015-10-10,1541.1
United States,2015-10-10,1691.7
Mexico,2015-10-10,1803.4
France,2015-10-11,1796.2
Egypt,2015-10-11,1676.8
Germany,2015-10-11,1920.5
Scotland,2015-10-11,1592.4
Portugal,2015-10-11,1776.2
Austria,2015-10-12,1711.8
Switzerland,2015-10-12,1661.0
DR Congo,2015-10-12,1560.9
England,2015-10-12,1786.6
Morocco,2015-10-12,1580.0
Sweden,2015-10-12,1622.2
Spain,2015-10-12,1825.3
Algeria,2015-10-13,1690.3
Senegal,2015-10-13,1701.2
Belgium,2015-10-13,1794.9
Brazil,2015-10-13,1850.5
Bosnia and Herzegovina,2015-10-13,1649.7
Ecuador,2015-10-13,1712.5
Iran,2015-10-13,1747.0
Japan,2015-10-13,1754.9
Norway,2015-10-13,1534.4
Jordan,2015-10-13,1639.9
South Korea,2015-10-13,1782.8
Croatia,2015-10-13,1666.0
Netherlands,2015-10-13,1725.5
Czech Republic,2015-10-13,1629.6
Paraguay,2015-10-13,1570.4
Argentina,2015-10-13,1838.4
Qatar,2015-10-13,1632.5
Turkey,2015-10-13,1669.7
Uruguay,2015-10-13,1792.3
Colombia,2015-10-13,1816.5
DR Congo,2015-11-06,1580.6
DR Congo,2015-11-07,1571.7
Saudi Arabia,2015-11-09,1594.6
Jordan,2015-11-11,1642.4
Australia,2015-11-12,1699.1
DR Congo,2015-11-12,1594.8
Colombia,2015-11-12,1823.9
Ecuador,2015-11-12,1731.4
Uruguay,2015-11-12,1773.5
Iran,2015-11-12,1755.2
South Korea,2015-11-12,1786.5
Morocco,2015-11-12,1592.5
Norway,2015-11-12,1509.7
New Zealand,2015-11-12,1575.5
Japan,2015-11-12,1771.8
Uzbekistan,2015-11-12,1709.5
South Africa,2015-11-13,1613.9
Argentina,2015-11-13,1833.5
Brazil,2015-11-13,1855.4
Belgium,2015-11-13,1803.2
Bosnia and Herzegovina,2015-11-13,1643.7
Ghana,2015-11-13,1704.8
Haiti,2015-11-13,1591.6
Czech Republic,2015-11-13,1639.0
France,2015-11-13,1812.3
Germany,2015-11-13,1904.5
Cape Verde,2015-11-13,1619.1
Ivory Coast,2015-11-13,1741.5
Senegal,2015-11-13,1691.2
Tunisia,2015-11-13,1636.7
Paraguay,2015-11-13,1558.7
Qatar,2015-11-13,1620.7
Turkey,2015-11-13,1681.5
Switzerland,2015-11-13,1652.5
Spain,2015-11-13,1834.6
England,2015-11-13,1777.3
Netherlands,2015-11-13,1733.2
Canada,2015-11-13,1544.7
Panama,2015-11-13,1671.5
Mexico,2015-11-13,1812.7
United States,2015-11-13,1703.2
Egypt,2015-11-14,1647.1
Portugal,2015-11-14,1765.9
Sweden,2015-11-14,1634.7
Algeria,2015-11-14,1680.4
DR Congo,2015-11-15,1612.1
Morocco,2015-11-15,1569.2
Norway,2015-11-15,1498.5
Bosnia and Herzegovina,2015-11-16,1622.5
Algeria,2015-11-17,1689.9
Austria,2015-11-17,1697.5
Switzerland,2015-11-17,1666.8
Australia,2015-11-17,1711.2
Qatar,2015-11-17,1631.2
Brazil,2015-11-17,1865.1
Japan,2015-11-17,1776.7
Cape Verde,2015-11-17,1635.4
Colombia,2015-11-17,1798.8
Argentina,2015-11-17,1858.5
Sweden,2015-11-17,1636.8
Saudi Arabia,2015-11-17,1613.1
Egypt,2015-11-17,1657.2
England,2015-11-17,1789.6
France,2015-11-17,1800.1
Ghana,2015-11-17,1707.9
Iran,2015-11-17,1770.5
Mexico,2015-11-17,1827.6
Ivory Coast,2015-11-17,1748.4
Jordan,2015-11-17,1615.5
South Korea,2015-11-17,1792.1
Portugal,2015-11-17,1768.5
Paraguay,2015-11-17,1568.5
Czech Republic,2015-11-17,1629.4
Croatia,2015-11-17,1685.7
Senegal,2015-11-17,1698.6
South Africa,2015-11-17,1622.8
Tunisia,2015-11-17,1643.8
Turkey,2015-11-17,1674.5
Uruguay,2015-11-17,1805.6
Ecuador,2015-11-17,1747.8
Uzbekistan,2015-11-17,1715.2
Haiti,2015-11-17,1564.6
Panama,2015-11-17,1646.8
Iraq,2015-11-17,1588.8
Sweden,2016-01-06,1631.8
Haiti,2016-01-08,1591.0
Panama,2016-01-08,1657.6
DR Congo,2016-01-10,1600.3
Sweden,2016-01-10,1643.1
Egypt,2016-01-27,1643.3
Jordan,2016-01-27,1629.3
Egypt,2016-01-29,1651.5
United States,2016-01-31,1707.5
Uzbekistan,2016-02-14,1721.8
Egypt,2016-02-27,1657.2
Iraq,2016-03-18,1579.8
Curaçao,2016-03-23,1412.0
Croatia,2016-03-23,1689.8
Australia,2016-03-24,1721.7
Colombia,2016-03-24,1806.7
Argentina,2016-03-24,1881.6
Czech Republic,2016-03-24,1615.6
Scotland,2016-03-24,1606.2
Ecuador,2016-03-24,1734.5
Paraguay,2016-03-24,1581.8
Norway,2016-03-24,1500.0
Ghana,2016-03-24,1714.5
Iran,2016-03-24,1776.2
Iraq,2016-03-24,1580.3
Spain,2016-03-24,1834.0
Japan,2016-03-24,1785.3
Jordan,2016-03-24,1636.6
South Korea,2016-03-24,1795.7
Qatar,2016-03-24,1642.3
Saudi Arabia,2016-03-24,1619.9
Turkey,2016-03-24,1680.9
Sweden,2016-03-24,1636.7
Uzbekistan,2016-03-24,1726.3
Algeria,2016-03-25,1698.0
Brazil,2016-03-25,1856.5
Uruguay,2016-03-25,1814.2
Canada,2016-03-25,1526.6
Mexico,2016-03-25,1845.7
United States,2016-03-25,1671.2
Haiti,2016-03-25,1589.1
Panama,2016-03-25,1659.5
Switzerland,2016-03-25,1659.7
Ivory Coast,2016-03-25,1751.3
Bosnia and Herzegovina,2016-03-25,1628.7
Netherlands,2016-03-25,1722.3
France,2016-03-25,1811.0
Egypt,2016-03-25,1661.9
Portugal,2016-03-25,1750.1
Tunisia,2016-03-25,1650.0
Austria,2016-03-26,1701.2
South Africa,2016-03-26,1629.7
Cape Verde,2016-03-26,1606.5
Morocco,2016-03-26,1598.1
DR Congo,2016-03-26,1609.3
Curaçao,2016-03-26,1431.2
Germany,2016-03-26,1889.0
England,2016-03-26,1805.1
Croatia,2016-03-26,1689.7
Senegal,2016-03-26,1704.6
Ghana,2016-03-27,1705.1
Spain,2016-03-27,1831.5
South Korea,2016-03-27,1802.6
DR Congo,2016-03-29,1636.5
Argentina,2016-03-29,1884.3
Australia,2016-03-29,1741.0
Jordan,2016-03-29,1617.4
Austria,2016-03-29,1687.9
Turkey,2016-03-29,1694.3
Qatar,2016-03-29,1618.4
Colombia,2016-03-29,1822.9
Ecuador,2016-03-29,1718.2
Egypt,2016-03-29,1675.0
England,2016-03-29,1790.2
Netherlands,2016-03-29,1737.1
Algeria,2016-03-29,1687.3
France,2016-03-29,1816.7
Germany,2016-03-29,1894.9
Iran,2016-03-29,1784.8
Iraq,2016-03-29,1593.0
Japan,2016-03-29,1801.2
Mexico,2016-03-29,1850.7
Canada,2016-03-29,1521.7
Morocco,2016-03-29,1620.4
Cape Verde,2016-03-29,1584.3
Senegal,2016-03-29,1714.5
Norway,2016-03-29,1509.9
Panama,2016-03-29,1670.4
Haiti,2016-03-29,1578.2
Paraguay,2016-03-29,1591.1
Brazil,2016-03-29,1847.2
Portugal,2016-03-29,1758.8
Belgium,2016-03-29,1794.5
Scotland,2016-03-29,1612.6
South Africa,2016-03-29,1624.8
Ivory Coast,2016-03-29,1738.9
Sweden,2016-03-29,1633.3
Czech Republic,2016-03-29,1619.0
Switzerland,2016-03-29,1639.3
Bosnia and Herzegovina,2016-03-29,1649.1
Tunisia,2016-03-29,1644.0
Saudi Arabia,2016-03-29,1629.6
Uruguay,2016-03-29,1820.2
United States,2016-03-29,1689.2
Uzbekistan,2016-03-29,1732.1
Panama,2016-04-27,1687.2
Ivory Coast,2016-05-20,1737.4
England,2016-05-22,1795.1
Turkey,2016-05-22,1689.4
United States,2016-05-22,1698.6
DR Congo,2016-05-25,1636.8
Croatia,2016-05-27,1690.9
Czech Republic,2016-05-27,1622.8
England,2016-05-27,1801.0
Australia,2016-05-27,1735.1
Netherlands,2016-05-27,1738.1
Morocco,2016-05-27,1629.8
Uruguay,2016-05-27,1825.7
Mexico,2016-05-28,1854.3
Paraguay,2016-05-28,1587.5
New Zealand,2016-05-28,1597.7
Senegal,2016-05-28,1723.4
Switzerland,2016-05-28,1630.9
Belgium,2016-05-28,1802.9
Qatar,2016-05-29,1600.3
Bosnia and Herzegovina,2016-05-29,1641.3
Spain,2016-05-29,1839.2
Germany,2016-05-29,1868.3
Scotland,2016-05-29,1605.3
Portugal,2016-05-29,1762.9
Norway,2016-05-29,1505.8
Turkey,2016-05-29,1691.8
France,2016-05-30,1820.2
Sweden,2016-05-30,1627.5
Austria,2016-05-31,1688.6
New Zealand,2016-05-31,1622.2
Belgium,2016-06-01,1794.4
Curaçao,2016-06-01,1458.5
Czech Republic,2016-06-01,1633.7
Norway,2016-06-01,1515.0
Netherlands,2016-06-01,1749.6
Spain,2016-06-01,1857.1
South Korea,2016-06-01,1784.7
England,2016-06-02,1807.2
Portugal,2016-06-02,1756.7
Iran,2016-06-02,1788.6
Algeria,2016-06-02,1697.6
Canada,2016-06-03,1516.8
Bosnia and Herzegovina,2016-06-03,1638.3
Tunisia,2016-06-03,1652.5
Japan,2016-06-03,1806.1
Morocco,2016-06-03,1625.9
Switzerland,2016-06-03,1632.5
Jordan,2016-06-03,1644.8
United States,2016-06-03,1663.7
Colombia,2016-06-03,1857.8
Australia,2016-06-04,1737.5
Austria,2016-06-04,1671.9
Netherlands,2016-06-04,1766.3
Senegal,2016-06-04,1742.6
Brazil,2016-06-04,1838.3
Ecuador,2016-06-04,1727.1
Paraguay,2016-06-04,1597.2
Croatia,2016-06-04,1691.8
France,2016-06-04,1825.1
Scotland,2016-06-04,1600.4
South Africa,2016-06-04,1648.5
Germany,2016-06-04,1871.3
Haiti,2016-06-04,1557.3
Ivory Coast,2016-06-04,1740.0
New Zealand,2016-06-04,1630.4
Cape Verde,2016-06-04,1597.8
Egypt,2016-06-04,1694.1
Belgium,2016-06-05,1796.5
Norway,2016-06-05,1512.9
Czech Republic,2016-06-05,1625.2
South Korea,2016-06-05,1793.3
DR Congo,2016-06-05,1660.9
Ghana,2016-06-05,1717.1
Mexico,2016-06-05,1888.7
Uruguay,2016-06-05,1791.3
Turkey,2016-06-05,1699.4
Sweden,2016-06-05,1635.9
Jordan,2016-06-05,1624.4
Argentina,2016-06-06,1903.6
Panama,2016-06-06,1697.0
Australia,2016-06-07,1719.8
Canada,2016-06-07,1532.4
Uzbekistan,2016-06-07,1716.6
Colombia,2016-06-07,1866.9
Paraguay,2016-06-07,1588.1
Curaçao,2016-06-07,1471.7
Iran,2016-06-07,1792.1
Japan,2016-06-07,1781.4
Bosnia and Herzegovina,2016-06-07,1663.0
Spain,2016-06-07,1838.0
United States,2016-06-07,1704.8
Brazil,2016-06-08,1855.9
Haiti,2016-06-08,1539.7
Ecuador,2016-06-08,1722.1
New Zealand,2016-06-08,1645.3
Portugal,2016-06-08,1759.9
Mexico,2016-06-09,1897.8
Uruguay,2016-06-09,1748.4
Argentina,2016-06-10,1926.9
Panama,2016-06-10,1673.7
France,2016-06-10,1833.3
Switzerland,2016-06-11,1652.0
Colombia,2016-06-11,1829.6
England,2016-06-11,1796.1
New Zealand,2016-06-11,1643.7
United States,2016-06-11,1716.0
Paraguay,2016-06-11,1576.9
Brazil,2016-06-12,1818.2
Ecuador,2016-06-12,1746.4
Haiti,2016-06-12,1515.4
Germany,2016-06-12,1891.4
Turkey,2016-06-12,1673.8
Croatia,2016-06-12,1717.3
Belgium,2016-06-13,1750.8
Sweden,2016-06-13,1637.3
Mexico,2016-06-13,1878.0
Spain,2016-06-13,1849.4
Czech Republic,2016-06-13,1613.9
Uruguay,2016-06-13,1768.2
Argentina,2016-06-14,1931.6
Austria,2016-06-14,1625.2
Panama,2016-06-14,1648.4
Portugal,2016-06-14,1747.5
France,2016-06-15,1840.2
Switzerland,2016-06-15,1650.7
England,2016-06-16,1806.0
Germany,2016-06-16,1878.1
United States,2016-06-16,1736.0
Ecuador,2016-06-16,1726.4
Czech Republic,2016-06-17,1621.1
Croatia,2016-06-17,1710.1
Sweden,2016-06-17,1621.1
Colombia,2016-06-17,1820.7
Spain,2016-06-17,1872.7
Turkey,2016-06-17,1650.5
Argentina,2016-06-18,1940.1
Belgium,2016-06-18,1782.6
Mexico,2016-06-18,1811.8
Portugal,2016-06-18,1739.1
Austria,2016-06-18,1633.7
South Africa,2016-06-18,1638.6
DR Congo,2016-06-19,1668.5
France,2016-06-19,1823.2
Switzerland,2016-06-19,1667.7
England,2016-06-20,1795.5
Croatia,2016-06-21,1746.0
Spain,2016-06-21,1836.8
Czech Republic,2016-06-21,1586.7
Turkey,2016-06-21,1684.8
Germany,2016-06-21,1885.3
United States,2016-06-21,1702.8
Argentina,2016-06-21,1973.3
DR Congo,2016-06-22,1659.9
Colombia,2016-06-22,1789.7
Portugal,2016-06-22,1731.3
Austria,2016-06-22,1605.3
South Africa,2016-06-22,1653.8
Sweden,2016-06-22,1607.0
Belgium,2016-06-22,1796.8
Croatia,2016-06-25,1720.0
Portugal,2016-06-25,1757.4
South Africa,2016-06-25,1661.0
DR Congo,2016-06-25,1636.9
Switzerland,2016-06-25,1671.3
United States,2016-06-25,1676.8
Colombia,2016-06-25,1815.7
Argentina,2016-06-26,1969.0
France,2016-06-26,1832.1
Germany,2016-06-26,1904.1
Belgium,2016-06-26,1823.4
England,2016-06-27,1758.5
Spain,2016-06-27,1789.7
Portugal,2016-06-30,1754.3
Belgium,2016-07-01,1766.2
Germany,2016-07-02,1896.3
France,2016-07-03,1846.6
Portugal,2016-07-06,1783.7
France,2016-07-07,1878.7
Germany,2016-07-07,1864.2
France,2016-07-10,1841.0
Portugal,2016-07-10,1821.4
Uzbekistan,2016-07-24,1720.9
Iraq,2016-07-24,1588.7
Qatar,2016-08-08,1607.2
Iraq,2016-08-08,1581.8
Jordan,2016-08-18,1613.9
Qatar,2016-08-18,1617.7
Iraq,2016-08-21,1582.2
Saudi Arabia,2016-08-24,1632.6
Uzbekistan,2016-08-24,1724.2
Egypt,2016-08-30,1689.0
Morocco,2016-08-31,1626.9
Czech Republic,2016-08-31,1593.9
Germany,2016-08-31,1865.9
Jordan,2016-08-31,1612.8
Norway,2016-08-31,1499.7
Turkey,2016-08-31,1679.4
Argentina,2016-09-01,1975.0
Uruguay,2016-09-01,1762.2
Australia,2016-09-01,1732.0
Iraq,2016-09-01,1570.0
Belgium,2016-09-01,1747.9
Spain,2016-09-01,1807.9
Colombia,2016-09-01,1821.7
Ecuador,2016-09-01,1690.5
Brazil,2016-09-01,1854.1
Iran,2016-09-01,1802.3
Qatar,2016-09-01,1607.4
France,2016-09-01,1858.5
Japan,2016-09-01,1749.1
South Korea,2016-09-01,1800.5
Netherlands,2016-09-01,1748.4
Paraguay,2016-09-01,1608.9
Portugal,2016-09-01,1822.5
Saudi Arabia,2016-09-01,1645.2
Uzbekistan,2016-09-01,1733.9
Mexico,2016-09-02,1825.5
Haiti,2016-09-02,1501.1
Canada,2016-09-02,1519.1
Panama,2016-09-02,1660.8
South Africa,2016-09-02,1647.5
United States,2016-09-02,1698.0
Cape Verde,2016-09-03,1570.5
Ghana,2016-09-03,1701.0
Ivory Coast,2016-09-03,1724.5
Senegal,2016-09-03,1749.6
Algeria,2016-09-04,1704.4
Jordan,2016-09-04,1612.9
DR Congo,2016-09-04,1647.3
Czech Republic,2016-09-04,1585.5
Morocco,2016-09-04,1633.2
Scotland,2016-09-04,1613.0
Norway,2016-09-04,1487.3
Germany,2016-09-04,1878.3
England,2016-09-04,1777.6
Tunisia,2016-09-04,1663.8
Croatia,2016-09-05,1712.3
Turkey,2016-09-05,1687.0
Austria,2016-09-05,1621.8
Spain,2016-09-05,1809.5
France,2016-09-06,1846.2
Bosnia and Herzegovina,2016-09-06,1671.9
Brazil,2016-09-06,1866.8
Colombia,2016-09-06,1809.0
Canada,2016-09-06,1538.2
Iran,2016-09-06,1797.9
Panama,2016-09-06,1644.4
Belgium,2016-09-06,1757.0
Iraq,2016-09-06,1554.3
Saudi Arabia,2016-09-06,1660.9
Haiti,2016-09-06,1539.6
Mexico,2016-09-06,1810.0
Ecuador,2016-09-06,1678.0
Qatar,2016-09-06,1589.0
Uzbekistan,2016-09-06,1752.4
Ghana,2016-09-06,1690.3
South Africa,2016-09-06,1655.8
Egypt,2016-09-06,1680.7
Sweden,2016-09-06,1609.3
Netherlands,2016-09-06,1746.1
Switzerland,2016-09-06,1705.7
Portugal,2016-09-06,1788.1
South Korea,2016-09-06,1790.8
Japan,2016-09-06,1773.6
Australia,2016-09-06,1753.9
Uruguay,2016-09-06,1776.3
Paraguay,2016-09-06,1594.8
United States,2016-09-06,1718.8
Argentina,2016-09-06,1959.8
Qatar,2016-09-29,1600.4
DR Congo,2016-10-04,1631.1
Curaçao,2016-10-05,1494.6
Austria,2016-10-06,1617.9
Brazil,2016-10-06,1869.8
Ecuador,2016-10-06,1723.7
Spain,2016-10-06,1814.4
Japan,2016-10-06,1779.1
Iraq,2016-10-06,1548.8
South Korea,2016-10-06,1797.1
Qatar,2016-10-06,1594.1
Croatia,2016-10-06,1731.4
Canada,2016-10-06,1554.4
Paraguay,2016-10-06,1581.1
Colombia,2016-10-06,1822.6
Argentina,2016-10-06,1953.1
Saudi Arabia,2016-10-06,1660.5
Australia,2016-10-06,1754.3
Turkey,2016-10-06,1677.2
Uruguay,2016-10-06,1785.3
Uzbekistan,2016-10-06,1729.3
Iran,2016-10-06,1821.0
Belgium,2016-10-07,1776.2
Bosnia and Herzegovina,2016-10-07,1652.7
United States,2016-10-07,1726.4
France,2016-10-07,1850.2
Ghana,2016-10-07,1679.9
Switzerland,2016-10-07,1725.1
Sweden,2016-10-07,1615.8
Netherlands,2016-10-07,1755.4
Jordan,2016-10-07,1614.1
Portugal,2016-10-07,1788.8
Norway,2016-10-08,1465.3
South Africa,2016-10-08,1655.2
DR Congo,2016-10-08,1654.5
England,2016-10-08,1778.8
Morocco,2016-10-08,1632.1
Germany,2016-10-08,1884.9
Czech Republic,2016-10-08,1578.9
Ivory Coast,2016-10-08,1739.8
Mexico,2016-10-08,1815.6
New Zealand,2016-10-08,1638.1
Scotland,2016-10-08,1597.8
Senegal,2016-10-08,1759.6
Cape Verde,2016-10-08,1560.5
Spain,2016-10-09,1833.0
Algeria,2016-10-09,1697.0
Egypt,2016-10-09,1699.6
Croatia,2016-10-09,1742.3
Turkey,2016-10-09,1653.2
Austria,2016-10-09,1601.1
Tunisia,2016-10-09,1681.7
Switzerland,2016-10-10,1726.6
Bosnia and Herzegovina,2016-10-10,1656.8
Portugal,2016-10-10,1797.3
Belgium,2016-10-10,1780.6
Netherlands,2016-10-10,1735.1
France,2016-10-10,1870.5
Sweden,2016-10-10,1628.7
Argentina,2016-10-11,1915.6
Paraguay,2016-10-11,1618.6
Australia,2016-10-11,1750.0
Japan,2016-10-11,1783.3
Ecuador,2016-10-11,1712.3
Colombia,2016-10-11,1815.1
Uruguay,2016-10-11,1792.8
Czech Republic,2016-10-11,1564.9
Germany,2016-10-11,1889.5
Iran,2016-10-11,1834.2
South Korea,2016-10-11,1784.0
Iraq,2016-10-11,1585.9
Mexico,2016-10-11,1821.0
Panama,2016-10-11,1639.0
Morocco,2016-10-11,1642.0
Canada,2016-10-11,1544.4
Norway,2016-10-11,1469.1
Curaçao,2016-10-11,1526.9
Qatar,2016-10-11,1611.6
Saudi Arabia,2016-10-11,1685.5
Scotland,2016-10-11,1572.9
England,2016-10-11,1770.2
South Africa,2016-10-11,1653.1
Ghana,2016-10-11,1682.1
Uzbekistan,2016-10-11,1742.1
Brazil,2016-10-11,1882.1
Jordan,2016-11-06,1610.6
Iraq,2016-11-06,1589.4
Haiti,2016-11-09,1498.0
Netherlands,2016-11-09,1733.6
Belgium,2016-11-09,1782.1
Brazil,2016-11-10,1910.5
Argentina,2016-11-10,1887.2
Colombia,2016-11-10,1811.5
Iran,2016-11-10,1840.1
Paraguay,2016-11-10,1585.4
Qatar,2016-11-10,1618.0
Uruguay,2016-11-10,1803.3
Ecuador,2016-11-10,1701.9
Uzbekistan,2016-11-10,1746.2
Jordan,2016-11-10,1606.4
Czech Republic,2016-11-11,1574.7
Norway,2016-11-11,1459.3
England,2016-11-11,1780.9
Scotland,2016-11-11,1562.2
France,2016-11-11,1875.4
Sweden,2016-11-11,1623.8
Panama,2016-11-11,1662.0
Japan,2016-11-11,1790.6
South Korea,2016-11-11,1787.7
Canada,2016-11-11,1540.7
Tunisia,2016-11-11,1695.5
Germany,2016-11-11,1890.9
United States,2016-11-11,1706.1
Mexico,2016-11-11,1841.3
Austria,2016-11-12,1579.5
Cape Verde,2016-11-12,1521.0
Croatia,2016-11-12,1758.6
Morocco,2016-11-12,1641.9
Ivory Coast,2016-11-12,1739.9
New Zealand,2016-11-12,1658.2
Algeria,2016-11-12,1672.7
Spain,2016-11-12,1835.1
Turkey,2016-11-12,1662.3
Belgium,2016-11-13,1787.0
Egypt,2016-11-13,1719.9
Ghana,2016-11-13,1661.9
Bosnia and Herzegovina,2016-11-13,1656.8
DR Congo,2016-11-13,1677.0
Netherlands,2016-11-13,1739.0
Portugal,2016-11-13,1800.2
Haiti,2016-11-13,1541.8
Switzerland,2016-11-13,1729.4
Argentina,2016-11-15,1905.9
Colombia,2016-11-15,1792.8
Austria,2016-11-15,1578.2
Paraguay,2016-11-15,1560.1
Uruguay,2016-11-15,1785.7
Qatar,2016-11-15,1622.1
United States,2016-11-15,1686.2
Czech Republic,2016-11-15,1571.9
Ecuador,2016-11-15,1714.6
England,2016-11-15,1779.6
Spain,2016-11-15,1836.4
France,2016-11-15,1869.5
Ivory Coast,2016-11-15,1745.8
Germany,2016-11-15,1891.1
Japan,2016-11-15,1800.0
Saudi Arabia,2016-11-15,1676.1
Jordan,2016-11-15,1600.8
South Korea,2016-11-15,1800.0
Uzbekistan,2016-11-15,1734.0
Morocco,2016-11-15,1645.7
South Africa,2016-11-15,1649.9
New Zealand,2016-11-15,1660.5
Croatia,2016-11-15,1771.3
Panama,2016-11-15,1666.5
Mexico,2016-11-15,1836.8
Brazil,2016-11-15,1936.9
Iran,2016-11-15,1829.7
Australia,2016-11-15,1742.2
Tunisia,2016-11-15,1688.2
Iraq,2016-11-15,1571.7
Ivory Coast,2016-12-26,1738.9
Tunisia,2016-12-28,1686.2
Tunisia,2016-12-30,1669.5
Tunisia,2017-01-04,1677.7
DR Congo,2017-01-05,1665.7
Haiti,2017-01-06,1570.4
Algeria,2017-01-07,1677.4
Egypt,2017-01-08,1726.0
Tunisia,2017-01-08,1671.5
Ivory Coast,2017-01-08,1745.7
Sweden,2017-01-08,1617.0
Senegal,2017-01-08,1764.3
Haiti,2017-01-08,1595.3
Morocco,2017-01-09,1630.4
Algeria,2017-01-10,1683.8
Croatia,2017-01-11,1774.1
Senegal,2017-01-11,1773.9
Ivory Coast,2017-01-11,1755.9
Saudi Arabia,2017-01-14,1679.9
Croatia,2017-01-14,1771.2
Algeria,2017-01-15,1675.6
Tunisia,2017-01-15,1644.8
Senegal,2017-01-15,1800.6
DR Congo,2017-01-16,1688.2
Morocco,2017-01-16,1607.9
Ivory Coast,2017-01-16,1739.7
Ghana,2017-01-17,1681.1
Egypt,2017-01-17,1717.4
Qatar,2017-01-17,1613.6
Algeria,2017-01-19,1648.4
Tunisia,2017-01-19,1672.0
Senegal,2017-01-19,1816.6
Ivory Coast,2017-01-20,1736.0
DR Congo,2017-01-20,1691.9
Morocco,2017-01-20,1634.4
Egypt,2017-01-21,1731.8
Ghana,2017-01-21,1701.1
Canada,2017-01-22,1561.0
Panama,2017-01-22,1683.3
Senegal,2017-01-23,1805.4
Algeria,2017-01-23,1659.6
Uzbekistan,2017-01-23,1726.9
Tunisia,2017-01-23,1697.6
Morocco,2017-01-24,1666.5
Ivory Coast,2017-01-24,1703.9
DR Congo,2017-01-24,1708.7
Egypt,2017-01-25,1754.6
Ghana,2017-01-25,1678.3
Jordan,2017-01-25,1606.3
Brazil,2017-01-26,1940.9
Colombia,2017-01-26,1788.9
Tunisia,2017-01-28,1652.1
Senegal,2017-01-28,1796.2
DR Congo,2017-01-29,1681.5
Ghana,2017-01-29,1705.5
Egypt,2017-01-29,1773.4
Morocco,2017-01-29,1647.7
United States,2017-01-29,1681.1
Egypt,2017-02-01,1766.0
Ghana,2017-02-02,1665.3
Ghana,2017-02-04,1641.0
Egypt,2017-02-05,1737.8
Mexico,2017-02-08,1842.4
Ecuador,2017-02-22,1722.0
Qatar,2017-03-09,1596.1
Iran,2017-03-18,1812.0
Iraq,2017-03-18,1589.4
Curaçao,2017-03-22,1523.3
Czech Republic,2017-03-22,1577.5
Germany,2017-03-22,1895.7
England,2017-03-22,1775.0
Scotland,2017-03-22,1559.4
Canada,2017-03-22,1563.8
Argentina,2017-03-23,1918.7
South Korea,2017-03-23,1773.0
Colombia,2017-03-23,1791.4
Iraq,2017-03-23,1597.7
Australia,2017-03-23,1734.0
Jordan,2017-03-23,1614.0
Senegal,2017-03-23,1793.2
Paraguay,2017-03-23,1583.7
Ecuador,2017-03-23,1698.5
Qatar,2017-03-23,1582.5
Iran,2017-03-23,1825.6
Uzbekistan,2017-03-23,1702.5
Saudi Arabia,2017-03-23,1714.8
Japan,2017-03-23,1826.4
Uruguay,2017-03-23,1756.2
Brazil,2017-03-23,1970.4
Austria,2017-03-24,1584.5
Croatia,2017-03-24,1779.8
Mexico,2017-03-24,1860.2
Morocco,2017-03-24,1660.6
Ivory Coast,2017-03-24,1717.9
Spain,2017-03-24,1842.2
